"easting","northing","n50m","mean","min","max"
138000,815000,4,-0.699999988079071,-1.79999995231628,2.59999990463257
139000,815000,47,1.87446812619554,-1.79999995231628,17.2000007629395
145000,815000,384,50.8614582497006,-1.79999995231628,126.5
146000,815000,395,63.1825314950339,-1.79999995231628,138
152000,815000,400,190.339000192881,-1.79999995231628,274.799987792969
153000,815000,400,216.093999385834,92.6999969482422,343.5
154000,815000,395,120.291645979579,-1.79999995231628,293.600006103516
155000,815000,66,31.7727271300374,-1.79999995231628,69.3000030517578
158000,815000,72,19.209722195752,-1.79999995231628,61
159000,815000,197,65.6340100430141,-1.79999995231628,191.100006103516
160000,815000,96,42.0843750758407,-1.89999997615814,182.5
161000,815000,4,-1.89999997615814,-1.89999997615814,-1.89999997615814
162000,815000,29,3.08275859109287,-1.89999997615814,30.7999992370605
163000,815000,177,20.9864406999895,-1.89999997615814,61
164000,815000,180,9.25500006725391,-1.89999997615814,58.4000015258789
166000,815000,317,48.2214511301991,-1.89999997615814,102.800003051758
167000,815000,400,51.413500123024,16,99.1999969482422
168000,815000,400,58.889500041008,18.6000003814697,99.4000015258789
169000,815000,400,49.5122499418259,2.20000004768372,104.599998474121
170000,815000,268,22.3492537664333,-1.89999997615814,169
171000,815000,397,150.060957630275,-1.89999997615814,306.600006103516
172000,815000,356,98.710393180673,-1.89999997615814,286.5
173000,815000,133,33.5263158333929,-1.89999997615814,130.699996948242
174000,815000,12,2.49166663487752,-1.89999997615814,13.1999998092651
177000,815000,257,61.7295719403701,-1.89999997615814,130.800003051758
178000,815000,400,144.177249946594,67.8000030517578,251.100006103516
179000,815000,400,262.63375,192.899993896484,300.799987792969
180000,815000,400,320.043750419617,223.300003051758,432
181000,815000,400,353.357250366211,270.700012207031,525.599975585938
182000,815000,400,555.815999755859,302,740.799987792969
183000,815000,400,491.786999206543,291.600006103516,733
184000,815000,400,361.544000244141,105.5,694.299987792969
185000,815000,400,198.913500385284,59.5999984741211,434.200012207031
186000,815000,400,159.324999961853,98.8000030517578,253.199996948242
187000,815000,400,261.175499782562,119.099998474121,503.600006103516
188000,815000,400,407.432500190735,200.5,502.899993896484
189000,815000,400,260.277000083923,152.600006103516,488.700012207031
190000,815000,400,281.765000228882,159.5,655.599975585938
191000,815000,400,588.903751678467,382.299987792969,684.900024414062
192000,815000,400,327.958499641418,144.399993896484,600.900024414062
193000,815000,400,274.156999568939,114.900001525879,600.599975585938
194000,815000,400,377.752000389099,208.199996948242,600.5
195000,815000,400,123.24025002718,10.1000003814697,535.5
196000,815000,400,167.849499709606,11.8000001907349,525.5
197000,815000,400,725.583001251221,327.100006103516,996
198000,815000,400,685.020249633789,452.100006103516,987.599975585938
199000,815000,400,569.198249816895,316.100006103516,973.900024414062
2e+05,815000,400,447.011749954224,208.399993896484,752.799987792969
201000,815000,400,600.476000442505,238.100006103516,904.400024414062
202000,815000,400,607.557749710083,436.399993896484,823.200012207031
203000,815000,400,659.798251037598,492.200012207031,860.299987792969
204000,815000,400,665.786499710083,497.600006103516,832.900024414062
205000,815000,400,502.588000030518,395,705.400024414062
