"","km_sq","easting","northing","nR","nSpp","minyear","maxyear"
"2267","NN1062",210000,762000,1,1,2009,2009
"2268","NG8212",182000,812000,1,2,2009,2009
"2269","NN1162",211000,762000,1,3,2009,2009
"2270","NN0883",208000,783000,1,2,2009,2009
"2271","NN0884",208000,784000,6,10,2009,2017
"2272","NN2582",225000,782000,1,2,2009,2009
"2273","NN2682",226000,782000,1,1,2009,2009
"2274","NN2082",220000,782000,3,2,2009,2015
"2275","NG7013",170000,813000,1,1,2009,2009
"2276","NM7411",174000,711000,8,6,2009,2017
"2277","NR6738",167000,638000,1,1,2009,2009
"2278","NR6947",169000,647000,3,5,2009,2015
"2279","NM4557",145000,757000,58,16,2009,2016
"2280","NM7234",172000,734000,2,1,2009,2009
"2281","NM7434",174000,734000,5,8,2009,2013
"2282","NM6441",164000,741000,3,5,2009,2015
"2283","NM6739",167000,739000,3,3,2009,2017
"2284","NM5054",150000,754000,3,3,2009,2016
"2285","NM7138",171000,738000,2,3,2009,2014
"2286","NS1063",210000,663000,9,5,2009,2014
"2287","NS1058",210000,658000,3,1,2009,2009
"2288","NM3818",138000,718000,2,4,2009,2012
"2289","NM3719",137000,719000,6,6,2009,2013
"2290","NM3852",138000,752000,2,3,2009,2013
"2291","NM3745",137000,745000,2,2,2009,2014
"2292","NM3845",138000,745000,4,6,2009,2014
"2293","NM5150",151000,750000,1,4,2009,2009
"2294","NM3949",139000,749000,1,4,2009,2009
"2295","NM4453",144000,753000,6,11,2009,2017
"2296","NM3649",136000,749000,1,2,2009,2009
"2297","NM3219",132000,719000,4,5,2009,2011
"2298","NM3650",136000,750000,1,2,2009,2009
"2299","NM4120",141000,720000,2,3,2009,2013
"2300","NM4850",148000,750000,1,1,2009,2009
"2301","NM5050",150000,750000,2,3,2009,2010
"2302","NM7126",171000,726000,2,2,2009,2014
"2303","NM4751",147000,751000,2,4,2009,2012
"2304","NM4118",141000,718000,3,6,2009,2013
"2305","NM4949",149000,749000,1,5,2009,2009
"2306","NM3121",131000,721000,1,3,2009,2009
"2307","NM3221",132000,721000,1,1,2009,2009
"2308","NM4218",142000,718000,1,1,2009,2009
"2309","NM4653",146000,753000,1,1,2009,2009
"2310","NM9946",199000,746000,17,9,2009,2016
"2311","NN3229",232000,729000,1,1,2009,2009
"2312","NN2728",227000,728000,2,2,2009,2009
"2313","NN2828",228000,728000,1,1,2009,2009
"2314","NN2927",229000,727000,1,1,2009,2009
"2315","NN3126",231000,726000,2,1,2009,2013
"2316","NM9839",198000,739000,1,1,2009,2009
"2317","NM9939",199000,739000,1,1,2009,2009
"2318","NM9745",197000,745000,2,1,2009,2009
"2319","NN0649",206000,749000,1,1,2009,2009
"2320","NN2344",223000,744000,3,2,2009,2011
"2321","NN1155",211000,755000,1,1,2009,2009
"2322","NS3162",231000,662000,27,9,2009,2016
"2323","NS3066",230000,666000,1,1,2009,2009
"2324","NS2864",228000,664000,4,4,2009,2014
"2325","NS2964",229000,664000,3,2,2009,2014
"2326","NS3263",232000,663000,1,2,2009,2009
"2327","NN2501",225000,701000,1,4,2009,2009
"2328","NM4757",147000,757000,15,12,2009,2016
"2329","NM4343",143000,743000,2,2,2009,2010
"2330","NM5124",151000,724000,1,3,2009,2009
"2331","NM5156",151000,756000,2,4,2009,2010
"2332","NS1969",219000,669000,2,4,2009,2009
"2333","NS1748",217000,648000,6,7,2009,2017
"2334","NS3230",232000,630000,2,7,2009,2015
"2335","NM4954",149000,754000,5,8,2009,2017
"2336","NM4054",140000,754000,4,7,2009,2016
"2337","NM4554",145000,754000,1,1,2009,2009
"2338","NM6123",161000,723000,4,6,2009,2015
"2339","NS2342",223000,642000,1,2,2009,2009
"2340","NS2450",224000,650000,1,1,2009,2009
"2341","NN2330",223000,730000,1,1,2009,2009
"2342","NS3042",230000,642000,2,3,2009,2017
"2343","NS2057",220000,657000,5,8,2009,2017
"2344","NS2648",226000,648000,1,3,2009,2009
"2345","NS2053",220000,653000,1,1,2009,2009
"2346","NM9451",194000,751000,2,3,2009,2010
"2347","NR8926",189000,626000,1,1,2009,2009
"2348","NS0528",205000,628000,2,4,2009,2015
"2349","NR9132",191000,632000,1,4,2009,2009
"2350","NM9236",192000,736000,5,5,2009,2017
"2351","NM7306",173000,706000,1,6,2009,2009
"2352","NM7405",174000,705000,1,1,2009,2009
"2353","NM7406",174000,706000,2,6,2009,2011
"2354","NM7412",174000,712000,4,5,2009,2014
"2355","NM7407",174000,707000,4,5,2009,2014
"2356","NM8724",187000,724000,3,5,2009,2014
"2357","NM8723",187000,723000,1,2,2009,2009
"2358","NM9231",192000,731000,4,5,2009,2013
"2359","NM9232",192000,732000,1,3,2009,2009
"2360","NM7720",177000,720000,1,3,2009,2009
"2361","NM8520",185000,720000,6,11,2009,2016
"2362","NM8620",186000,720000,6,9,2009,2016
"2363","NM8120",181000,720000,4,4,2009,2012
"2364","NM7719",177000,719000,1,1,2009,2009
"2365","NM7819",178000,719000,7,6,2009,2017
"2366","NN1931",219000,731000,2,1,2009,2011
"2367","NM8400",184000,7e+05,11,6,2009,2017
"2368","NM8401",184000,701000,18,12,2009,2017
"2369","NM9248",192000,748000,2,3,2009,2012
"2370","NM8829",188000,729000,6,6,2009,2016
"2371","NN0132",201000,732000,20,9,2009,2013
"2372","NN0232",202000,732000,1,1,2009,2009
"2373","NM8313",183000,713000,1,2,2009,2009
"2374","NM8312",183000,712000,4,2,2009,2017
"2375","NM9323",193000,723000,1,2,2009,2009
"2376","NM9322",193000,722000,1,1,2009,2009
"2377","NM8327",183000,727000,1,1,2009,2009
"2378","NR9367",193000,667000,1,2,2009,2009
"2379","NM7417",174000,717000,13,10,2009,2017
"2380","NR9973",199000,673000,1,1,2009,2009
"2381","NR9974",199000,674000,1,1,2009,2009
"2382","NR9975",199000,675000,1,1,2009,2009
"2383","NM7516",175000,716000,6,5,2009,2016
"2384","NM6433",164000,733000,2,2,2009,2010
"2385","NS2443",224000,643000,1,1,2009,2009
"2386","NS2684",226000,684000,1,1,2009,2009
"2387","NR7483",174000,683000,1,1,2009,2009
"2388","NM4100",141000,7e+05,5,4,2009,2012
"2389","NR3390",133000,690000,2,3,2009,2012
"2390","NR3490",134000,690000,2,2,2009,2012
"2391","NR3593",135000,693000,7,8,2009,2014
"2392","NR3596",135000,696000,1,2,2009,2009
"2393","NR3687",136000,687000,3,3,2009,2012
"2394","NR3787",137000,687000,3,2,2009,2012
"2395","NR3789",137000,689000,4,5,2009,2012
"2396","NR3994",139000,694000,11,6,2009,2015
"2397","NN0828",208000,728000,2,4,2009,2009
"2398","NN0248",202000,748000,3,6,2009,2013
"2399","NS3361",233000,661000,1,1,2009,2009
"2400","NN2002",220000,702000,30,4,2009,2009
"2401","NL9946",99000,746000,5,5,2009,2017
"2402","NS1491",214000,691000,1,1,2009,2009
"2403","NN2001",220000,701000,2,2,2009,2013
"2404","NR8358",183000,658000,1,1,2009,2009
"2405","NR8458",184000,658000,1,1,2009,2009
"2406","NR8558",185000,658000,4,3,2009,2017
"2407","NR8657",186000,657000,3,3,2009,2011
"2408","NR9032",190000,632000,2,2,2009,2012
"2409","NS0381",203000,681000,1,1,2009,2009
"2410","NS0021",2e+05,621000,1,3,2009,2009
"2411","NS0121",201000,621000,2,6,2009,2009
"2412","NS0331",203000,631000,1,1,2009,2009
"2413","NR9352",193000,652000,2,4,2009,2013
"2414","NR9867",198000,667000,1,2,2009,2009
"2415","NS2975",229000,675000,1,1,2009,2009
"2416","NR9149",191000,649000,2,3,2009,2010
"2417","NS1181",211000,681000,1,1,2009,2009
"2418","NS0374",203000,674000,1,1,2009,2009
"2419","NS0774",207000,674000,1,2,2009,2009
"2420","NS0773",207000,673000,1,2,2009,2009
"2421","NS0583",205000,683000,1,1,2009,2009
"2422","NS0077",2e+05,677000,1,1,2009,2009
"2423","NS1879",218000,679000,1,1,2009,2009
"2424","NS2171",221000,671000,3,4,2009,2011
"2425","NS0087",2e+05,687000,3,5,2009,2017
"2426","NS2477",224000,677000,2,2,2009,2016
"2427","NS1855",218000,655000,1,1,2009,2009
"2428","NS1856",218000,656000,1,1,2009,2009
"2429","NS3371",233000,671000,1,1,2009,2009
"2430","NS1062",210000,662000,1,1,2009,2009
"2431","NS2466",224000,666000,3,2,2009,2011
"2432","NR9369",193000,669000,3,3,2009,2010
"2433","NS0771",207000,671000,1,2,2009,2009
"2434","NS0671",206000,671000,2,3,2009,2014
"2435","NS0772",207000,672000,1,3,2009,2009
"2436","NR9873",198000,673000,3,4,2009,2016
"2437","NS3355",233000,655000,7,9,2009,2017
"2438","NR8928",189000,628000,2,2,2009,2011
"2439","NR8995",189000,695000,1,3,2009,2009
"2440","NR8996",189000,696000,1,1,2009,2009
"2441","NR9097",190000,697000,1,4,2009,2009
"2442","NL9547",95000,747000,4,2,2009,2010
"2443","NM0245",102000,745000,4,3,2009,2015
"2444","NM0446",104000,746000,2,1,2009,2009
"2445","NM0947",109000,747000,1,4,2009,2009
"2446","NL9245",92000,745000,2,3,2009,2012
"2447","NR2974",129000,674000,2,2,2009,2014
"2448","NN2928",229000,728000,2,4,2009,2013
"2449","NN3128",231000,728000,1,2,2009,2009
"2450","NN2343",223000,743000,1,3,2009,2009
"2451","NN2342",223000,742000,4,4,2009,2013
"2452","NN2442",224000,742000,2,3,2009,2012
"2453","NN2543",225000,743000,1,2,2009,2009
"2454","NN2544",225000,744000,1,1,2009,2009
"2455","NN2642",226000,742000,1,1,2009,2009
"2456","NM5019",150000,719000,1,1,2009,2009
"2457","NM8528",185000,728000,15,12,2009,2017
"2458","NN3104",231000,704000,1,1,2009,2009
"2459","NR2772",127000,672000,1,3,2009,2009
"2460","NS1555",215000,655000,2,3,2009,2017
"2461","NS2694",226000,694000,1,1,2009,2009
"2462","NS2691",226000,691000,1,1,2009,2009
"2463","NS3231",232000,631000,6,7,2009,2017
"2464","NM9912",199000,712000,1,4,2009,2009
"2465","NM9446",194000,746000,1,1,2009,2009
"2466","NM9831",198000,731000,2,7,2009,2011
"2467","NS2093",220000,693000,1,2,2009,2009
"2468","NM9931",199000,731000,9,5,2009,2017
"2469","NM9332",193000,732000,5,6,2009,2017
"2470","NN1900",219000,7e+05,1,1,2009,2009
"2471","NN1800",218000,7e+05,1,1,2009,2009
"2472","NS0290",202000,690000,1,3,2009,2009
"2473","NM2161",121000,761000,4,6,2009,2014
"2474","NM7915",179000,715000,1,2,2009,2009
"2475","NM8932",189000,732000,1,1,2009,2009
"2476","NM8734",187000,734000,1,1,2009,2009
"2477","NM8729",187000,729000,2,7,2009,2016
"2478","NM7515",175000,715000,6,5,2009,2017
"2479","NM9028",190000,728000,1,3,2009,2009
"2480","NM8019",180000,719000,5,5,2009,2014
"2481","NM8820",188000,720000,2,2,2009,2014
"2482","NM8531",185000,731000,2,3,2009,2014
"2483","NN2340",223000,740000,1,1,2009,2009
"2484","NR7584",175000,684000,2,5,2009,2009
"2485","NR8187",181000,687000,3,4,2009,2016
"2486","NM7329",173000,729000,1,1,2009,2009
"2487","NN2141",221000,741000,1,1,2009,2009
"2488","NR7481",174000,681000,1,3,2009,2009
"2489","NR7788",177000,688000,1,2,2009,2009
"2490","NR7785",177000,685000,1,2,2009,2009
"2491","NR7371",173000,671000,1,1,2009,2009
"2492","NN3246",232000,746000,1,1,2009,2009
"2493","NM8802",188000,702000,1,1,2009,2009
"2494","NM8803",188000,703000,2,3,2009,2017
"2495","NM8903",189000,703000,1,1,2009,2009
"2496","NM9002",190000,702000,1,1,2009,2009
"2497","NM9101",191000,701000,1,1,2009,2009
"2498","NR8367",183000,667000,1,1,2009,2009
"2499","NS0372",203000,672000,1,1,2009,2009
"2500","NS0472",204000,672000,1,1,2009,2009
"2501","NS0769",207000,669000,1,1,2009,2009
"2502","NS3262",232000,662000,3,3,2009,2014
"2503","NN3009",230000,709000,3,3,2009,2016
"2504","NN3109",231000,709000,2,2,2009,2015
"2505","NN2909",229000,709000,1,2,2009,2009
"2506","NM8839",188000,739000,2,2,2009,2009
"2507","NS0953",209000,653000,2,5,2009,2010
"2508","NS1081",210000,681000,2,1,2009,2010
"2509","NS0081",2e+05,681000,1,1,2009,2009
"2510","NM9137",191000,737000,13,9,2009,2017
"2511","NM8532",185000,732000,2,5,2009,2012
"2512","NL9447",94000,747000,1,1,2009,2009
"2513","NL9548",95000,748000,2,3,2009,2016
"2514","NM0850",108000,750000,2,2,2009,2011
"2515","NM0344",103000,744000,2,1,2009,2017
"2516","NL9539",95000,739000,1,1,2009,2009
"2517","NS0865",208000,665000,1,1,2009,2009
"2518","NR7525",175000,625000,3,4,2009,2010
"2519","NR7932",179000,632000,2,2,2009,2013
"2520","NR8496",184000,696000,1,4,2009,2009
"2521","NR7627",176000,627000,1,1,2009,2009
"2522","NM4853",148000,753000,1,1,2009,2009
"2523","NL9339",93000,739000,1,1,2009,2009
"2524","NF8213",82000,813000,2,6,2009,2013
"2525","NF8114",81000,814000,2,3,2009,2013
"2526","NF8113",81000,813000,6,9,2009,2017
"2527","NF8214",82000,814000,1,1,2009,2009
"2528","NM7090",170000,790000,1,3,2010,2010
"2529","NH2210",222000,810000,3,7,2010,2017
"2530","NH1902",219000,802000,2,7,2010,2016
"2531","NN2386",223000,786000,1,2,2010,2010
"2532","NN2796",227000,796000,1,4,2010,2010
"2533","NN2997",229000,797000,2,3,2010,2013
"2534","NN2895",228000,795000,2,2,2010,2017
"2535","NM9689",196000,789000,1,2,2010,2010
"2536","NM6161",161000,761000,4,5,2010,2013
"2537","NM8260",182000,760000,2,5,2010,2010
"2538","NM5163",151000,763000,3,4,2010,2015
"2539","NM4370",143000,770000,1,2,2010,2010
"2540","NM6685",166000,785000,4,4,2010,2017
"2541","NM9280",192000,780000,1,1,2010,2010
"2542","NM6260",162000,760000,3,5,2010,2010
"2543","NM6268",162000,768000,1,1,2010,2010
"2544","NM7491",174000,791000,2,6,2010,2011
"2545","NM7591",175000,791000,1,1,2010,2010
"2546","NM6963",169000,763000,1,1,2010,2010
"2547","NG6715",167000,815000,1,1,2010,2010
"2548","NM8973",189000,773000,1,1,2010,2010
"2549","NN1059",210000,759000,7,3,2010,2017
"2550","NN0958",209000,758000,3,2,2010,2017
"2551","NN1677",216000,777000,5,7,2010,2017
"2552","NG8605",186000,805000,1,1,2010,2010
"2553","NG9204",192000,804000,1,1,2010,2010
"2554","NM7147",171000,747000,1,4,2010,2010
"2555","NM7742",177000,742000,1,4,2010,2010
"2556","NM4769",147000,769000,2,1,2010,2017
"2557","NN1889",218000,789000,5,9,2010,2016
"2558","NN1583",215000,783000,1,5,2010,2010
"2559","NN0079",2e+05,779000,1,6,2010,2010
"2560","NM9978",199000,778000,2,5,2010,2017
"2561","NN1275",212000,775000,1,1,2010,2010
"2562","NN1669",216000,769000,3,2,2010,2014
"2563","NM6551",165000,751000,6,7,2010,2017
"2564","NM4198",141000,798000,1,3,2010,2010
"2565","NN1158",211000,758000,7,7,2010,2014
"2566","NM6545",165000,745000,2,4,2010,2011
"2567","NN1173",211000,773000,5,6,2010,2016
"2568","NM8047",180000,747000,2,6,2010,2014
"2569","NM8147",181000,747000,8,11,2010,2016
"2570","NM7848",178000,748000,1,1,2010,2010
"2571","NM8146",181000,746000,6,5,2010,2016
"2572","NM8145",181000,745000,6,7,2010,2016
"2573","NM8246",182000,746000,3,3,2010,2015
"2574","NM8044",180000,744000,2,4,2010,2014
"2575","NG8410",184000,810000,1,1,2010,2010
"2576","NG5312",153000,812000,2,2,2010,2010
"2577","NN2190",221000,790000,1,1,2010,2010
"2578","NN2055",220000,755000,1,1,2010,2010
"2579","NM6771",167000,771000,2,3,2010,2016
"2580","NM7861",178000,761000,1,2,2010,2010
"2581","NN1651",216000,751000,2,3,2010,2013
"2582","NN1447",214000,747000,2,5,2010,2013
"2583","NM7336",173000,736000,2,2,2010,2016
"2584","NR7857",178000,657000,1,1,2010,2010
"2585","NR8261",182000,661000,3,2,2010,2012
"2586","NM4243",142000,743000,2,6,2010,2010
"2587","NM4144",141000,744000,1,3,2010,2010
"2588","NM6125",161000,725000,5,6,2010,2016
"2589","NM5548",155000,748000,7,8,2010,2016
"2590","NM4746",147000,746000,3,2,2010,2016
"2591","NM4541",145000,741000,1,1,2010,2010
"2592","NM4342",143000,742000,2,5,2010,2010
"2593","NM5351",153000,751000,4,6,2010,2013
"2594","NM4535",145000,735000,1,2,2010,2010
"2595","NS3241",232000,641000,19,9,2010,2017
"2596","NM3750",137000,750000,1,3,2010,2010
"2597","NM3848",138000,748000,1,1,2010,2010
"2598","NM3119",131000,719000,3,8,2010,2011
"2599","NM4247",142000,747000,1,1,2010,2010
"2600","NM3218",132000,718000,1,1,2010,2010
"2601","NM3317",133000,717000,1,3,2010,2010
"2602","NM3417",134000,717000,1,1,2010,2010
"2603","NM7533",175000,733000,1,5,2010,2010
"2604","NM7534",175000,734000,3,3,2010,2015
"2605","NR9551",195000,651000,1,1,2010,2010
"2606","NM6730",167000,730000,2,4,2010,2013
"2607","NM6731",167000,731000,2,5,2010,2014
"2608","NM7331",173000,731000,4,4,2010,2014
"2609","NM2724",127000,724000,2,3,2010,2012
"2610","NM5229",152000,729000,5,5,2010,2013
"2611","NM5253",152000,753000,5,4,2010,2017
"2612","NR9043",190000,643000,1,1,2010,2010
"2613","NR8845",188000,645000,1,1,2010,2010
"2614","NR8641",186000,641000,1,3,2010,2010
"2615","NR8843",188000,643000,3,3,2010,2014
"2616","NR8738",187000,638000,1,2,2010,2010
"2617","NR8743",187000,643000,1,1,2010,2010
"2618","NM4845",148000,745000,1,2,2010,2010
"2619","NM6331",163000,731000,1,4,2010,2010
"2620","NM6332",163000,732000,1,3,2010,2010
"2621","NR5369",153000,669000,1,1,2010,2010
"2622","NR5166",151000,666000,1,1,2010,2010
"2623","NS0047",2e+05,647000,1,1,2010,2010
"2624","NN0300",203000,7e+05,1,5,2010,2010
"2625","NN2307",223000,707000,5,3,2010,2014
"2626","NN2006",220000,706000,1,1,2010,2010
"2627","NM9738",197000,738000,3,4,2010,2013
"2628","NN1805",218000,705000,3,3,2010,2014
"2629","NS2276",222000,676000,1,1,2010,2010
"2630","NR1958",119000,658000,1,4,2010,2010
"2631","NM6829",168000,729000,1,1,2010,2010
"2632","NM5140",151000,740000,3,3,2010,2013
"2633","NM5240",152000,740000,1,1,2010,2010
"2634","NM5226",152000,726000,3,4,2010,2016
"2635","NM9443",194000,743000,1,2,2010,2010
"2636","NM5936",159000,736000,1,4,2010,2010
"2637","NM8139",181000,739000,2,1,2010,2013
"2638","NM8240",182000,740000,2,3,2010,2013
"2639","NM8645",186000,745000,2,5,2010,2013
"2640","NN2922",229000,722000,1,1,2010,2010
"2641","NR9730",197000,630000,1,1,2010,2010
"2642","NR9930",199000,630000,1,3,2010,2010
"2643","NS0426",204000,626000,1,3,2010,2010
"2644","NR3692",136000,692000,2,4,2010,2012
"2645","NR3895",138000,695000,2,2,2010,2013
"2646","NR4197",141000,697000,2,2,2010,2012
"2647","NM8727",187000,727000,6,9,2010,2016
"2648","NN0332",203000,732000,1,7,2010,2010
"2649","NN0433",204000,733000,2,7,2010,2010
"2650","NS0289",202000,689000,2,2,2010,2017
"2651","NS2046",220000,646000,11,10,2010,2015
"2652","NS2045",220000,645000,1,1,2010,2010
"2653","NS2145",221000,645000,1,1,2010,2010
"2654","NS2144",221000,644000,1,2,2010,2010
"2655","NS2243",222000,643000,3,6,2010,2013
"2656","NS2244",222000,644000,1,1,2010,2010
"2657","NS3143",231000,643000,3,5,2010,2013
"2658","NR8655",186000,655000,3,5,2010,2010
"2659","NR8860",188000,660000,1,1,2010,2010
"2660","NM6238",162000,738000,1,4,2010,2010
"2661","NS2241",222000,641000,1,1,2010,2010
"2662","NS2242",222000,642000,4,7,2010,2012
"2663","NR9936",199000,636000,1,2,2010,2010
"2664","NS2876",228000,676000,1,1,2010,2010
"2665","NS3175",231000,675000,1,5,2010,2010
"2666","NS3174",231000,674000,1,1,2010,2010
"2667","NS3173",231000,673000,1,2,2010,2010
"2668","NS2346",223000,646000,1,1,2010,2010
"2669","NS2446",224000,646000,1,2,2010,2010
"2670","NS2974",229000,674000,2,2,2010,2010
"2671","NM8111",181000,711000,3,4,2010,2013
"2672","NS2939",229000,639000,7,11,2010,2015
"2673","NS3043",230000,643000,2,2,2010,2013
"2674","NM9955",199000,755000,2,5,2010,2017
"2675","NM9810",198000,710000,1,1,2010,2010
"2676","NM9910",199000,710000,2,5,2010,2010
"2677","NR7877",178000,677000,1,1,2010,2010
"2678","NM0948",109000,748000,1,1,2010,2010
"2679","NM0348",103000,748000,15,3,2010,2014
"2680","NS2883",228000,683000,4,4,2010,2017
"2681","NN3105",231000,705000,1,3,2010,2010
"2682","NR7168",171000,668000,1,7,2010,2010
"2683","NM6237",162000,737000,1,1,2010,2010
"2684","NM9310",193000,710000,1,1,2010,2010
"2685","NN1633",216000,733000,1,1,2010,2010
"2686","NS0630",206000,630000,1,1,2010,2010
"2687","NM6038",160000,738000,1,6,2010,2010
"2688","NM6035",160000,735000,1,2,2010,2010
"2689","NM6137",161000,737000,1,2,2010,2010
"2690","NM6937",169000,737000,1,2,2010,2010
"2691","NM5624",156000,724000,1,1,2010,2010
"2692","NM5424",154000,724000,1,4,2010,2010
"2693","NM5828",158000,728000,1,4,2010,2010
"2694","NM5628",156000,728000,1,5,2010,2010
"2695","NM5826",158000,726000,2,4,2010,2015
"2696","NR4347",143000,647000,1,1,2010,2010
"2697","NR7373",173000,673000,1,2,2010,2010
"2698","NM5838",158000,738000,1,1,2010,2010
"2699","NM6223",162000,723000,5,6,2010,2016
"2700","NR2664",126000,664000,3,2,2010,2011
"2701","NM9345",193000,745000,2,3,2010,2017
"2702","NM6042",160000,742000,1,1,2010,2010
"2703","NM5634",156000,734000,1,4,2010,2010
"2704","NM7034",170000,734000,1,2,2010,2010
"2705","NM4934",149000,734000,1,2,2010,2010
"2706","NR9437",194000,637000,1,1,2010,2010
"2707","NM6832",168000,732000,1,5,2010,2010
"2708","NM4834",148000,734000,1,2,2010,2010
"2709","NS1154",211000,654000,1,1,2010,2010
"2710","NS1776",217000,676000,3,1,2010,2010
"2711","NS0629",206000,629000,1,1,2010,2010
"2712","NS2371",223000,671000,47,10,2010,2017
"2713","NS2471",224000,671000,56,9,2010,2017
"2714","NM9346",193000,746000,4,5,2010,2017
"2715","NN0333",203000,733000,2,3,2010,2010
"2716","NN0535",205000,735000,1,7,2010,2010
"2717","NN1036",210000,736000,1,1,2010,2010
"2718","NR6079",160000,679000,1,3,2010,2010
"2719","NM3939",139000,739000,1,4,2010,2010
"2720","NM4152",141000,752000,1,3,2010,2010
"2721","NM3022",130000,722000,2,2,2010,2016
"2722","NM4423",144000,723000,2,3,2010,2010
"2723","NN2910",229000,710000,1,2,2010,2010
"2724","NN3014",230000,714000,1,1,2010,2010
"2725","NR3486",134000,686000,1,1,2010,2010
"2726","NM8122",181000,722000,1,2,2010,2010
"2727","NM9223",192000,723000,3,8,2010,2013
"2728","NM8720",187000,720000,3,7,2010,2016
"2729","NM4454",144000,754000,1,2,2010,2010
"2730","NM5042",150000,742000,1,1,2010,2010
"2731","NM5254",152000,754000,2,3,2010,2012
"2732","NM7513",175000,713000,4,8,2010,2013
"2733","NS2740",227000,640000,7,8,2010,2017
"2734","NS2839",228000,639000,4,10,2010,2015
"2735","NS2938",229000,638000,4,9,2010,2015
"2736","NS3038",230000,638000,2,2,2010,2013
"2737","NS3137",231000,637000,2,6,2010,2010
"2738","NS2273",222000,673000,1,1,2010,2010
"2739","NS2373",223000,673000,1,1,2010,2010
"2740","NR7990",179000,690000,3,4,2010,2014
"2741","NR7383",173000,683000,2,5,2010,2016
"2742","NR9650",196000,650000,2,4,2010,2012
"2743","NR8668",186000,668000,1,1,2010,2010
"2744","NR7728",177000,628000,2,2,2010,2013
"2745","NR8788",187000,688000,2,3,2010,2012
"2746","NR7625",176000,625000,2,2,2010,2010
"2747","NR7353",173000,653000,1,2,2010,2010
"2748","NR7829",178000,629000,6,5,2010,2013
"2749","NS1385",213000,685000,4,2,2010,2017
"2750","NR9370",193000,670000,1,1,2010,2010
"2751","NS0982",209000,682000,1,1,2010,2010
"2752","NR9670",196000,670000,1,2,2010,2010
"2753","NR9874",198000,674000,1,1,2010,2010
"2754","NS0079",2e+05,679000,2,2,2010,2012
"2755","NM4433",144000,733000,2,1,2010,2016
"2756","NM4434",144000,734000,1,1,2010,2010
"2757","NM4534",145000,734000,1,1,2010,2010
"2758","NM4533",145000,733000,1,1,2010,2010
"2759","NM5842",158000,742000,1,2,2010,2010
"2760","NR2873",128000,673000,1,1,2010,2010
"2761","NR3559",135000,659000,1,1,2010,2010
"2762","NM9954",199000,754000,3,4,2011,2016
"2763","NG4317",143000,817000,2,3,2011,2012
"2764","NG6005",160000,805000,4,4,2011,2014
"2765","NG6105",161000,805000,1,1,2011,2011
"2766","NM4484",144000,784000,1,3,2011,2011
"2767","NM6785",167000,785000,2,4,2011,2017
"2768","NM6885",168000,785000,2,2,2011,2013
"2769","NM6985",169000,785000,1,1,2011,2011
"2770","NM7085",170000,785000,1,2,2011,2011
"2771","NM7285",172000,785000,1,1,2011,2011
"2772","NM7569",175000,769000,2,3,2011,2016
"2773","NM7669",176000,769000,2,3,2011,2016
"2774","NM7771",177000,771000,1,1,2011,2011
"2775","NM7871",178000,771000,1,1,2011,2011
"2776","NM6651",166000,751000,2,2,2011,2016
"2777","NH1906",219000,806000,1,2,2011,2011
"2778","NH2006",220000,806000,1,1,2011,2011
"2779","NH2106",221000,806000,1,2,2011,2011
"2780","NH3115",231000,815000,1,1,2011,2011
"2781","NM7180",171000,780000,3,7,2011,2017
"2782","NM7182",171000,782000,1,1,2011,2011
"2783","NM9265",192000,765000,1,1,2011,2011
"2784","NN1457",214000,757000,3,6,2011,2016
"2785","NH2714",227000,814000,2,2,2011,2013
"2786","NM9464",194000,764000,3,4,2011,2014
"2787","NM4662",146000,762000,3,6,2011,2015
"2788","NN1668",216000,768000,3,3,2011,2014
"2789","NN2780",227000,780000,2,5,2011,2014
"2790","NN2382",223000,782000,1,1,2011,2011
"2791","NN3081",230000,781000,1,1,2011,2011
"2792","NN1278",212000,778000,1,3,2011,2011
"2793","NN0158",201000,758000,3,3,2011,2013
"2794","NM6345",163000,745000,1,2,2011,2011
"2795","NR7127",171000,627000,3,4,2011,2012
"2796","NM7431",174000,731000,4,5,2011,2014
"2797","NM4456",144000,756000,3,2,2011,2016
"2798","NM4256",142000,756000,6,9,2011,2013
"2799","NM5029",150000,729000,2,3,2011,2015
"2800","NM6026",160000,726000,1,1,2011,2011
"2801","NM6425",164000,725000,1,1,2011,2011
"2802","NM5823",158000,723000,4,5,2011,2016
"2803","NM7231",172000,731000,13,9,2011,2016
"2804","NM6143",161000,743000,1,1,2011,2011
"2805","NM3020",130000,720000,1,3,2011,2011
"2806","NM6532",165000,732000,10,7,2011,2016
"2807","NS2065",220000,665000,1,4,2011,2011
"2808","NM3641",136000,741000,1,5,2011,2011
"2809","NS2641",226000,641000,9,9,2011,2014
"2810","NN2832",228000,732000,2,2,2011,2013
"2811","NS0762",207000,662000,4,11,2011,2013
"2812","NS0763",207000,663000,2,4,2011,2012
"2813","NS0864",208000,664000,3,2,2011,2014
"2814","NN2145",221000,745000,1,1,2011,2011
"2815","NN2144",221000,744000,1,1,2011,2011
"2816","NN2045",220000,745000,1,1,2011,2011
"2817","NN2244",222000,744000,1,1,2011,2011
"2818","NS2971",229000,671000,2,6,2011,2011
"2819","NR8768",187000,668000,4,5,2011,2015
"2820","NM5352",153000,752000,23,13,2011,2016
"2821","NM8926",189000,726000,1,2,2011,2011
"2822","NS1656",216000,656000,1,5,2011,2011
"2823","NS2640",226000,640000,4,10,2011,2017
