"","km_sq","easting","northing","nR","nSpp","minyear","maxyear"
"1152","NS3186",231000,686000,2,5,2004,2011
"1153","NS3185",231000,685000,1,1,2004,2004
"1154","NS3285",232000,685000,2,4,2004,2011
"1155","NS2580",225000,680000,2,3,2004,2017
"1156","NS2282",222000,682000,1,4,2004,2004
"1157","NS2286",222000,686000,1,6,2004,2004
"1158","NS2983",229000,683000,4,4,2004,2013
"1159","NS2287",222000,687000,1,3,2004,2004
"1160","NS2977",229000,677000,1,2,2004,2004
"1161","NN3227",232000,727000,3,3,2004,2013
"1162","NR6690",166000,690000,3,10,2004,2004
"1163","NM4044",140000,744000,9,7,2004,2015
"1164","NR7421",174000,621000,13,11,2004,2013
"1165","NR9937",199000,637000,3,7,2004,2016
"1166","NR8934",189000,634000,1,1,2004,2004
"1167","NR8846",188000,646000,2,4,2004,2013
"1168","NR7794",177000,694000,2,2,2004,2012
"1169","NR7894",178000,694000,5,4,2004,2017
"1170","NM4147",141000,747000,2,4,2004,2014
"1171","NM7031",170000,731000,5,8,2004,2014
"1172","NM5829",158000,729000,3,2,2004,2015
"1173","NM2623",126000,723000,2,2,2004,2006
"1174","NM2723",127000,723000,5,6,2004,2016
"1175","NM2621",126000,721000,2,3,2004,2017
"1176","NM2824",128000,724000,10,6,2004,2016
"1177","NM4753",147000,753000,3,3,2004,2010
"1178","NM4250",142000,750000,6,7,2004,2017
"1179","NM4251",142000,751000,9,9,2004,2013
"1180","NM6432",164000,732000,8,10,2004,2016
"1181","NM5055",150000,755000,32,14,2004,2017
"1182","NM6243",162000,743000,1,1,2004,2004
"1183","NM4432",144000,732000,3,4,2004,2010
"1184","NM3446",134000,746000,9,8,2004,2015
"1185","NM6043",160000,743000,1,1,2004,2004
"1186","NM3546",135000,746000,12,8,2004,2014
"1187","NM4935",149000,735000,1,1,2004,2004
"1188","NM4552",145000,752000,5,9,2004,2017
"1189","NM3347",133000,747000,25,9,2004,2012
"1190","NM5345",153000,745000,2,4,2004,2006
"1191","NM2622",126000,722000,3,2,2004,2015
"1192","NM5438",154000,738000,6,5,2004,2016
"1193","NM6224",162000,724000,10,8,2004,2016
"1194","NM6830",168000,730000,10,8,2004,2014
"1195","NS3130",231000,630000,2,3,2004,2017
"1196","NR7831",178000,631000,4,6,2004,2014
"1197","NR7726",177000,626000,1,1,2004,2004
"1198","NR6736",167000,636000,3,4,2004,2009
"1199","NR6837",168000,637000,1,2,2004,2004
"1200","NR7633",176000,633000,3,5,2004,2007
"1201","NR7121",171000,621000,2,2,2004,2009
"1202","NR6141",161000,641000,1,2,2004,2004
"1203","NR7836",178000,636000,4,3,2004,2017
"1204","NR7025",170000,625000,5,8,2004,2007
"1205","NR7030",170000,630000,28,13,2004,2016
"1206","NR7131",171000,631000,30,10,2004,2016
"1207","NR7231",172000,631000,7,8,2004,2016
"1208","NR6723",167000,623000,5,2,2004,2014
"1209","NR6722",167000,622000,6,4,2004,2014
"1210","NR6822",168000,622000,11,8,2004,2016
"1211","NR7252",172000,652000,2,3,2004,2013
"1212","NR7532",175000,632000,3,3,2004,2007
"1213","NR7533",175000,633000,3,3,2004,2007
"1214","NR7731",177000,631000,3,4,2004,2014
"1215","NR7733",177000,633000,2,2,2004,2005
"1216","NR7833",178000,633000,2,2,2004,2007
"1217","NR7832",178000,632000,3,3,2004,2010
"1218","NR7931",179000,631000,9,12,2004,2011
"1219","NR9157",191000,657000,2,6,2004,2012
"1220","NR9158",191000,658000,1,4,2004,2004
"1221","NR8161",181000,661000,1,1,2004,2004
"1222","NM9613",196000,713000,2,3,2004,2012
"1223","NM9817",198000,717000,25,9,2004,2016
"1224","NM9918",199000,718000,26,8,2004,2016
"1225","NR7282",172000,682000,38,11,2004,2016
"1226","NM8827",188000,727000,10,8,2004,2017
"1227","NR5268",152000,668000,1,1,2004,2004
"1228","NR6638",166000,638000,2,4,2004,2009
"1229","NN3228",232000,728000,2,2,2004,2012
"1230","NM2742",127000,742000,10,5,2004,2016
"1231","NR7080",170000,680000,1,2,2004,2004
"1232","NM4431",144000,731000,1,1,2004,2004
"1233","NM4652",146000,752000,16,11,2004,2012
"1234","NS2075",220000,675000,1,1,2004,2004
"1235","NM5129",151000,729000,6,7,2004,2013
"1236","NM3021",130000,721000,3,3,2004,2013
"1237","NM5544",155000,744000,3,6,2004,2010
"1238","NM5943",159000,743000,2,3,2004,2007
"1239","NM3123",131000,723000,2,7,2004,2016
"1240","NM4530",145000,730000,1,1,2004,2004
"1241","NM4127",141000,727000,1,1,2004,2004
"1242","NM4631",146000,731000,1,3,2004,2004
"1243","NM4228",142000,728000,1,1,2004,2004
"1244","NM4627",146000,727000,7,11,2004,2016
"1245","NM4628",146000,728000,1,3,2004,2004
"1246","NM4327",143000,727000,3,6,2004,2011
"1247","NM4825",148000,725000,2,3,2004,2017
"1248","NM7078",170000,778000,1,1,2003,2003
"1249","NN2424",224000,724000,1,1,2005,2005
"1250","NN2624",226000,724000,3,1,2005,2013
"1251","NN2724",227000,724000,3,2,2005,2013
"1252","NN2725",227000,725000,1,1,2005,2005
"1253","NN2323",223000,723000,1,1,2005,2005
"1254","NN2526",225000,726000,2,2,2005,2008
"1255","NN2726",227000,726000,5,1,2005,2013
"1256","NN2627",226000,727000,1,1,2005,2005
"1257","NN2525",225000,725000,3,2,2005,2013
"1258","NN2552",225000,752000,9,1,2005,2015
"1259","NM8441",184000,741000,28,14,2006,2016
"1260","NM8541",185000,741000,17,9,2006,2012
"1261","NM9257",192000,757000,1,1,2005,2005
"1262","NH2912",229000,812000,32,14,2005,2017
"1263","NM4783",147000,783000,5,6,2005,2017
"1264","NM4985",149000,785000,1,1,2005,2005
"1265","NM4684",146000,784000,2,2,2005,2017
"1266","NG8113",181000,813000,2,2,2005,2005
"1267","NM9652",196000,752000,1,1,2005,2005
"1268","NG5809",158000,809000,26,10,2005,2013
"1269","NM6487",164000,787000,4,6,2005,2013
"1270","NM6486",164000,786000,1,3,2005,2005
"1271","NM6586",165000,786000,5,7,2005,2017
"1272","NM6588",165000,788000,3,1,2005,2017
"1273","NM6587",165000,787000,1,3,2005,2005
"1274","NM6690",166000,790000,2,2,2005,2011
"1275","NM6972",169000,772000,1,2,2005,2005
"1276","NM7371",173000,771000,1,1,2005,2005
"1277","NM6872",168000,772000,4,6,2005,2012
"1278","NM9387",193000,787000,1,1,2005,2005
"1279","NN0359",203000,759000,3,2,2005,2008
"1280","NM9186",191000,786000,1,1,2005,2005
"1281","NM5470",154000,770000,1,3,2005,2005
"1282","NM9665",196000,765000,4,9,2005,2016
"1283","NM7347",173000,747000,1,2,2005,2005
"1284","NM8979",189000,779000,1,2,2005,2005
"1285","NN1052",210000,752000,1,1,2005,2005
"1286","NN1152",211000,752000,1,1,2005,2005
"1287","NM7047",170000,747000,2,3,2005,2017
"1288","NM5553",155000,753000,1,2,2005,2005
"1289","NM7350",173000,750000,1,2,2005,2005
"1290","NM8552",185000,752000,1,2,2005,2005
"1291","NG5704",157000,804000,1,2,2005,2005
"1292","NG5916",159000,816000,1,2,2005,2005
"1293","NG6016",160000,816000,1,1,2005,2005
"1294","NG5803",158000,803000,2,2,2005,2013
"1295","NM6774",167000,774000,8,7,2005,2007
"1296","NM6773",167000,773000,5,4,2005,2005
"1297","NM6965",169000,765000,8,5,2005,2014
"1298","NM7462",174000,762000,7,11,2005,2014
"1299","NM9679",196000,779000,2,6,2005,2007
"1300","NN0378",203000,778000,4,7,2005,2007
"1301","NN1371",213000,771000,4,8,2005,2014
"1302","NM7264",172000,764000,7,8,2005,2017
"1303","NN1272",212000,772000,2,1,2005,2007
"1304","NN1957",219000,757000,3,1,2005,2009
"1305","NG2204",122000,804000,3,5,2005,2010
"1306","NG2205",122000,805000,1,1,2005,2005
"1307","NG2306",123000,806000,1,1,2005,2005
"1308","NM9176",191000,776000,1,1,2005,2005
"1309","NM9277",192000,777000,1,1,2005,2005
"1310","NM9278",192000,778000,1,1,2005,2005
"1311","NM9378",193000,778000,1,1,2005,2005
"1312","NM4267",142000,767000,3,9,2006,2016
"1313","NH3014",230000,814000,1,5,2006,2006
"1314","NG6610",166000,810000,1,1,2006,2006
"1315","NH3305",233000,805000,1,1,2006,2006
"1316","NM6772",167000,772000,3,6,2006,2012
"1317","NG5911",159000,811000,1,2,2006,2006
"1318","NH2211",222000,811000,3,2,2006,2007
"1319","NG8607",186000,807000,2,3,2006,2008
"1320","NM4887",148000,787000,1,1,2006,2006
"1321","NM4883",148000,783000,2,1,2006,2017
"1322","NM4785",147000,785000,3,3,2006,2008
"1323","NM4890",148000,790000,3,2,2006,2015
"1324","NN0168",201000,768000,1,1,2006,2006
"1325","NN1969",219000,769000,2,1,2006,2011
"1326","NN2070",220000,770000,1,1,2006,2006
"1327","NN2170",221000,770000,4,1,2006,2011
"1328","NM8061",180000,761000,4,5,2006,2017
"1329","NM7392",173000,792000,2,2,2006,2011
"1330","NM7493",174000,793000,1,2,2006,2006
"1331","NM6591",165000,791000,2,3,2006,2007
"1332","NM6046",160000,746000,2,4,2006,2016
"1333","NM6467",164000,767000,3,7,2006,2010
"1334","NM6847",168000,747000,1,4,2006,2006
"1335","NM8062",180000,762000,3,4,2006,2017
"1336","NM6445",164000,745000,3,7,2006,2012
"1337","NM6446",164000,746000,2,10,2006,2010
"1338","NM6447",164000,747000,1,3,2006,2006
"1339","NM8163",181000,763000,1,1,2006,2006
"1340","NM6590",165000,790000,10,6,2006,2015
"1341","NN3164",231000,764000,1,1,2006,2006
"1342","NN3264",232000,764000,1,1,2006,2006
"1343","NN3364",233000,764000,1,1,2006,2006
"1344","NM8860",188000,760000,1,2,2006,2006
"1345","NM8360",183000,760000,2,2,2006,2010
"1346","NN2952",229000,752000,1,2,2006,2006
"1347","NM8162",181000,762000,11,7,2006,2017
"1348","NN0858",208000,758000,23,9,2006,2017
"1349","NN1058",210000,758000,9,6,2006,2015
"1350","NN0560",205000,760000,11,9,2006,2014
"1351","NM6981",169000,781000,1,2,2006,2006
"1352","NM9756",197000,756000,3,3,2006,2012
"1353","NM9482",194000,782000,3,1,2006,2014
"1354","NM9483",194000,783000,1,1,2006,2006
"1355","NM8653",186000,753000,1,2,2006,2006
"1356","NM9563",195000,763000,3,5,2006,2014
"1357","NM6843",168000,743000,1,3,2006,2006
"1358","NG2305",123000,805000,1,1,2006,2006
"1359","NG2506",125000,806000,3,2,2006,2010
"1360","NG2605",126000,805000,3,7,2006,2013
"1361","NN1871",218000,771000,1,1,2006,2006
"1362","NN2271",222000,771000,2,1,2006,2007
"1363","NN2581",225000,781000,1,1,2006,2006
"1364","NN2888",228000,788000,1,1,2006,2006
"1365","NN1987",219000,787000,2,2,2006,2009
"1366","NN1988",219000,788000,3,3,2006,2017
"1367","NR6841",168000,641000,4,6,2005,2016
"1368","NR7138",171000,638000,1,1,2005,2005
"1369","NR7938",179000,638000,1,1,2005,2005
"1370","NR7941",179000,641000,1,1,2005,2005
"1371","NR8041",180000,641000,1,2,2005,2005
"1372","NR8039",180000,639000,7,7,2005,2013
"1373","NR7657",176000,657000,2,2,2005,2007
"1374","NR7132",171000,632000,7,7,2005,2013
"1375","NR8959",189000,659000,1,3,2005,2005
"1376","NS0243",202000,643000,2,2,2005,2007
"1377","NR9838",198000,638000,11,9,2005,2014
"1378","NR9938",199000,638000,4,7,2005,2017
"1379","NS0139",201000,639000,2,3,2005,2010
"1380","NM9042",190000,742000,8,7,2005,2014
"1381","NM5440",154000,740000,2,3,2005,2010
"1382","NR3845",138000,645000,2,1,2005,2005
"1383","NR4069",140000,669000,1,1,2005,2005
"1384","NR3969",139000,669000,1,1,2005,2005
"1385","NM9011",190000,711000,1,1,2005,2005
"1386","NM9112",191000,712000,1,1,2005,2005
"1387","NM9516",195000,716000,1,1,2005,2005
"1388","NN2028",220000,728000,1,3,2005,2005
"1389","NM8711",187000,711000,5,6,2005,2016
"1390","NR7076",170000,676000,1,1,2005,2005
"1391","NN0908",209000,708000,1,2,2005,2005
"1392","NR8688",186000,688000,6,5,2005,2013
"1393","NS1749",217000,649000,7,7,2005,2017
"1394","NR7487",174000,687000,5,4,2005,2017
"1395","NM9825",198000,725000,3,3,2005,2007
"1396","NM9826",198000,726000,2,1,2005,2006
"1397","NM4224",142000,724000,2,3,2005,2014
"1398","NM5626",156000,726000,1,1,2005,2005
"1399","NM4024",140000,724000,1,1,2005,2005
"1400","NM3644",136000,744000,2,5,2005,2005
"1401","NM5426",154000,726000,1,1,2005,2005
"1402","NM3645",136000,745000,5,7,2005,2014
"1403","NS3383",233000,683000,1,3,2005,2005
"1404","NS2840",228000,640000,1,4,2005,2005
"1405","NR2167",121000,667000,1,1,2005,2005
"1406","NS2755",227000,655000,1,1,2005,2005
"1407","NS3154",231000,654000,1,1,2005,2005
"1408","NS3063",230000,663000,11,6,2005,2015
"1409","NS3163",231000,663000,65,13,2005,2016
"1410","NN3031",230000,731000,1,1,2005,2005
"1411","NS3072",230000,672000,4,5,2005,2010
"1412","NS2656",226000,656000,1,1,2005,2005
"1413","NS2472",224000,672000,60,11,2005,2017
"1414","NS3271",232000,671000,1,1,2005,2005
"1415","NS0366",203000,666000,4,3,2005,2010
"1416","NS0466",204000,666000,3,4,2005,2008
"1417","NS2156",221000,656000,5,4,2005,2007
"1418","NS2074",220000,674000,4,7,2005,2013
"1419","NS2365",223000,665000,5,5,2005,2017
"1420","NR3972",139000,672000,2,4,2005,2017
"1421","NR2845",128000,645000,2,5,2005,2017
"1422","NS0529",205000,629000,2,3,2005,2007
"1423","NR8745",187000,645000,2,1,2005,2010
"1424","NM0247",102000,747000,7,4,2005,2017
"1425","NM0246",102000,746000,2,2,2005,2012
"1426","NL9843",98000,743000,14,6,2005,2017
"1427","NM0346",103000,746000,7,4,2005,2017
"1428","NM0248",102000,748000,7,5,2005,2016
"1429","NM0747",107000,747000,5,4,2005,2014
"1430","NM0445",104000,745000,38,6,2005,2017
"1431","NL9440",94000,740000,42,8,2005,2017
"1432","NL9945",99000,745000,20,7,2005,2017
"1433","NM5252",152000,752000,7,8,2005,2015
"1434","NM9145",191000,745000,7,5,2005,2017
"1435","NS2253",222000,653000,1,2,2005,2005
"1436","NS3264",232000,664000,2,2,2005,2007
"1437","NR4873",148000,673000,1,1,2005,2005
"1438","NR4552",145000,652000,1,1,2005,2005
"1439","NR4471",144000,671000,1,2,2005,2005
"1440","NR4354",143000,654000,1,1,2005,2005
"1441","NR3071",130000,671000,4,9,2005,2013
"1442","NR4652",146000,652000,3,3,2005,2013
"1443","NR4570",145000,670000,1,1,2005,2005
"1444","NR4671",146000,671000,1,1,2005,2005
"1445","NR4772",147000,672000,1,1,2005,2005
"1446","NR4454",144000,654000,1,1,2005,2005
"1447","NR4554",145000,654000,1,1,2005,2005
"1448","NR4572",145000,672000,1,2,2005,2005
"1449","NR4672",146000,672000,1,1,2005,2005
"1450","NS1065",210000,665000,1,1,2005,2005
"1451","NS0959",209000,659000,1,1,2005,2005
"1452","NR2858",128000,658000,1,1,2005,2005
"1453","NM6726",167000,726000,1,2,2005,2005
"1454","NM4438",144000,738000,4,8,2005,2014
"1455","NM2825",128000,725000,2,2,2005,2016
"1456","NM6024",160000,724000,10,7,2005,2016
"1457","NM6828",168000,728000,1,1,2005,2005
"1458","NS1970",219000,670000,2,4,2005,2007
"1459","NR7028",170000,628000,2,4,2005,2006
"1460","NR4246",142000,646000,2,5,2005,2013
"1461","NR3044",130000,644000,1,4,2005,2005
"1462","NR4045",140000,645000,1,1,2005,2005
"1463","NR3790",137000,690000,2,3,2005,2007
"1464","NR7791",177000,691000,4,4,2005,2012
"1465","NR6980",169000,680000,3,5,2005,2017
"1466","NR3791",137000,691000,10,8,2005,2016
"1467","NR3491",134000,691000,12,12,2005,2015
"1468","NR3892",138000,692000,4,4,2005,2007
"1469","NR3891",138000,691000,6,6,2005,2012
"1470","NR3997",139000,697000,22,14,2005,2015
"1471","NR3996",139000,696000,19,12,2005,2015
"1472","NR3691",136000,691000,5,7,2005,2012
"1473","NR3695",136000,695000,10,7,2005,2012
"1474","NR3893",138000,693000,4,7,2005,2016
"1475","NR3689",136000,689000,11,8,2005,2016
"1476","NR4196",141000,696000,2,3,2005,2011
"1477","NR3690",136000,690000,5,3,2005,2012
"1478","NR3896",138000,696000,6,4,2005,2012
"1479","NM3023",130000,723000,4,5,2005,2015
"1480","NM2843",128000,743000,3,3,2005,2014
"1481","NR4763",147000,663000,1,1,2005,2005
"1482","NR6487",164000,687000,2,2,2005,2017
"1483","NR4096",140000,696000,8,8,2005,2012
"1484","NR4369",143000,669000,1,1,2005,2005
"1485","NR5367",153000,667000,1,3,2005,2005
"1486","NR6182",161000,682000,2,4,2005,2011
"1487","NS3258",232000,658000,1,2,2005,2005
"1488","NM9136",191000,736000,9,7,2005,2017
"1489","NR3591",135000,691000,16,12,2005,2013
"1490","NR4199",141000,699000,9,10,2005,2013
"1491","NR3797",137000,697000,5,4,2005,2010
"1492","NR3995",139000,695000,7,7,2005,2011
"1493","NR3793",137000,693000,2,2,2005,2007
"1494","NR4095",140000,695000,5,7,2005,2013
"1495","NM8530",185000,730000,4,6,2005,2017
"1496","NM8341",183000,741000,2,6,2005,2008
"1497","NM8340",183000,740000,3,5,2005,2011
"1498","NM7333",173000,733000,17,12,2005,2016
"1499","NR3897",138000,697000,4,5,2005,2016
"1500","NM3447",134000,747000,41,13,2005,2017
"1501","NM3545",135000,745000,4,7,2005,2014
"1502","NM3547",135000,747000,5,7,2005,2014
"1503","NR6624",166000,624000,2,3,2006,2010
"1504","NR7122",171000,622000,2,2,2006,2012
"1505","NR7222",172000,622000,2,4,2006,2013
"1506","NM7137",171000,737000,115,13,2006,2017
"1507","NM2262",122000,762000,2,2,2006,2014
"1508","NM2159",121000,759000,3,2,2006,2014
"1509","NM0749",107000,749000,6,4,2006,2016
"1510","NL9342",93000,742000,2,3,2006,2011
"1511","NM2160",121000,760000,2,5,2006,2014
"1512","NM0648",106000,748000,1,1,2006,2006
"1513","NM2055",120000,755000,4,3,2006,2014
"1514","NL9540",95000,740000,4,3,2006,2017
"1515","NL9640",96000,740000,12,6,2006,2017
"1516","NM1757",117000,757000,4,6,2006,2014
"1517","NL9543",95000,743000,1,1,2006,2006
"1518","NM1254",112000,754000,2,3,2006,2013
"1519","NM2463",124000,763000,3,2,2006,2014
"1520","NM2157",121000,757000,3,5,2006,2012
"1521","NM2257",122000,757000,10,6,2006,2017
"1522","NM0243",102000,743000,2,3,2006,2017
"1523","NM1253",112000,753000,3,4,2006,2013
"1524","NL9942",99000,742000,1,1,2006,2006
"1525","NM0745",107000,745000,1,1,2006,2006
"1526","NM1453",114000,753000,7,6,2006,2014
"1527","NM2156",121000,756000,5,5,2006,2014
"1528","NM1354",113000,754000,2,4,2006,2013
"1529","NM0846",108000,746000,1,1,2006,2006
"1530","NM1959",119000,759000,4,4,2006,2014
"1531","NM0444",104000,744000,5,4,2006,2012
"1532","NM1655",116000,755000,5,4,2006,2015
"1533","NM2763",127000,763000,5,9,2006,2014
"1534","NL9541",95000,741000,15,6,2006,2017
"1535","NL9641",96000,741000,16,4,2006,2017
"1536","NM1553",115000,753000,12,7,2006,2014
"1537","NM2764",127000,764000,3,3,2006,2014
"1538","NM1554",115000,754000,6,4,2006,2014
"1539","NM0548",105000,748000,7,2,2006,2017
"1540","NM3235",132000,735000,9,3,2006,2014
"1541","NM4356",143000,756000,9,10,2006,2013
"1542","NM4553",145000,753000,5,10,2006,2010
"1543","NR7677",176000,677000,2,5,2006,2017
"1544","NR7777",177000,677000,1,1,2006,2006
"1545","NM9710",197000,710000,1,4,2006,2006
"1546","NM7903",179000,703000,1,3,2006,2006
"1547","NM7803",178000,703000,1,3,2006,2006
"1548","NM7701",177000,701000,12,10,2006,2017
"1549","NM7700",177000,7e+05,3,11,2006,2007
"1550","NR7063",170000,663000,1,2,2006,2006
"1551","NR7062",170000,662000,2,4,2006,2006
"1552","NM8700",187000,7e+05,1,3,2006,2006
"1553","NM8105",181000,705000,1,3,2006,2006
"1554","NM8601",186000,701000,1,3,2006,2006
"1555","NM8303",183000,703000,2,7,2006,2007
"1556","NR7169",171000,669000,2,6,2006,2010
"1557","NR8190",181000,690000,3,2,2006,2017
"1558","NS1789",217000,689000,1,1,2006,2006
"1559","NS1097",210000,697000,2,1,2006,2015
"1560","NS0187",201000,687000,2,3,2006,2017
"1561","NN1000",210000,7e+05,1,1,2006,2006
"1562","NS0275",202000,675000,2,2,2006,2014
"1563","NS1947",219000,647000,4,6,2006,2017
"1564","NR7891",178000,691000,6,5,2006,2015
"1565","NR9868",198000,668000,1,1,2006,2006
"1566","NM8744",187000,744000,2,2,2006,2013
"1567","NM8228",182000,728000,9,9,2006,2017
"1568","NM8227",182000,727000,6,5,2006,2017
"1569","NM8643",186000,743000,3,5,2006,2013
"1570","NM8026",180000,726000,5,9,2006,2014
"1571","NM8328",183000,728000,1,3,2006,2006
"1572","NM7926",179000,726000,3,2,2006,2014
"1573","NM8542",185000,742000,4,3,2006,2016
"1574","NM8642",186000,742000,2,2,2006,2013
"1575","NM8845",188000,745000,4,3,2006,2016
"1576","NM8543",185000,743000,3,4,2006,2010
"1577","NM8844",188000,744000,3,2,2006,2016
"1578","NM9714",197000,714000,1,1,2006,2006
"1579","NM8213",182000,713000,1,2,2006,2006
"1580","NM8114",181000,714000,1,1,2006,2006
"1581","NR9588",195000,688000,1,1,2006,2006
"1582","NR2941",129000,641000,1,1,2006,2006
"1583","NR9492",194000,692000,4,3,2006,2016
"1584","NR9897",198000,697000,9,5,2006,2017
"1585","NR3693",136000,693000,5,7,2006,2012
"1586","NR3694",136000,694000,6,10,2006,2013
"1587","NR3696",136000,696000,9,5,2006,2012
"1588","NR3697",136000,697000,2,3,2006,2011
"1589","NR3792",137000,692000,1,1,2006,2006
"1590","NR3898",138000,698000,14,10,2006,2014
"1591","NR4097",140000,697000,14,8,2006,2013
"1592","NR4099",140000,699000,6,4,2006,2012
"1593","NR4198",141000,698000,7,6,2006,2012
"1594","NR4399",143000,699000,1,1,2006,2006
"1595","NR3488",134000,688000,6,5,2006,2015
"1596","NR3587",135000,687000,4,4,2006,2012
"1597","NR3688",136000,688000,3,4,2006,2012
"1598","NR4549",145000,649000,1,2,2006,2006
"1599","NR4762",147000,662000,1,1,2006,2006
"1600","NR6654",166000,654000,2,4,2006,2014
"1601","NR7275",172000,675000,1,4,2006,2006
"1602","NM8126",181000,726000,2,4,2006,2014
"1603","NS3198",231000,698000,2,9,2006,2011
"1604","NS2993",229000,693000,1,3,2006,2006
"1605","NM3751",137000,751000,10,10,2006,2016
"1606","NS3064",230000,664000,5,5,2006,2014
"1607","NM4957",149000,757000,1,1,2006,2006
"1608","NS1759",217000,659000,3,7,2006,2009
"1609","NS3073",230000,673000,3,6,2006,2014
"1610","NS1750",217000,650000,5,7,2006,2017
"1611","NS0465",204000,665000,3,1,2006,2008
"1612","NS1060",210000,660000,1,3,2006,2006
"1613","NS1454",214000,654000,1,1,2006,2006
"1614","NS1657",216000,657000,4,7,2006,2017
"1615","NS1654",216000,654000,2,2,2006,2016
"1616","NM4239",142000,739000,7,6,2006,2014
"1617","NM3945",139000,745000,5,6,2006,2010
"1618","NS3074",230000,674000,1,2,2006,2006
"1619","NM8632",186000,732000,4,4,2006,2017
"1620","NS1584",215000,684000,3,5,2006,2016
"1621","NS3037",230000,637000,11,11,2006,2015
"1622","NS3234",232000,634000,3,7,2006,2017
"1623","NS3232",232000,632000,5,7,2006,2017
"1624","NS3233",232000,633000,4,8,2006,2017
"1625","NR2970",129000,670000,2,2,2006,2006
"1626","NR8658",186000,658000,2,2,2006,2010
"1627","NR8671",186000,671000,1,1,2006,2006
"1628","NN2427",224000,727000,3,4,2006,2013
"1629","NN1429",214000,729000,4,5,2006,2009
"1630","NS2577",225000,677000,4,4,2006,2013
"1631","NL9746",97000,746000,1,1,2006,2006
"1632","NL9738",97000,738000,3,4,2006,2014
"1633","NL9744",97000,744000,1,1,2006,2006
"1634","NM0347",103000,747000,5,3,2006,2017
"1635","NM0649",106000,749000,2,4,2006,2009
"1636","NM4556",145000,756000,21,13,2006,2014
"1637","NM3919",139000,719000,1,2,2006,2006
"1638","NS3247",232000,647000,1,1,2006,2006
"1639","NM4639",146000,739000,1,2,2006,2006
"1640","NM4352",143000,752000,2,4,2006,2014
"1641","NM4623",146000,723000,1,4,2006,2006
"1642","NM4752",147000,752000,3,4,2006,2011
"1643","NM5643",156000,743000,1,2,2006,2006
"1644","NM3652",136000,752000,1,5,2006,2006
"1645","NM4646",146000,746000,1,4,2006,2006
"1646","NM3216",132000,716000,1,1,2006,2006
"1647","NM4821",148000,721000,1,1,2006,2006
"1648","NM4822",148000,722000,1,1,2006,2006
"1649","NM3044",130000,744000,2,1,2006,2016
"1650","NM4230",142000,730000,1,3,2006,2006
"1651","NM4634",146000,734000,1,5,2006,2006
"1652","NM5646",156000,746000,1,2,2006,2006
"1653","NS1068",210000,668000,2,2,2006,2006
"1654","NM8939",189000,739000,5,4,2006,2017
"1655","NM8121",181000,721000,6,9,2006,2017
"1656","NR7992",179000,692000,2,2,2006,2014
"1657","NM9037",190000,737000,5,9,2006,2009
"1658","NR8493",184000,693000,1,4,2006,2006
"1659","NR8592",185000,692000,2,4,2006,2013
"1660","NM8300",183000,7e+05,10,8,2006,2017
"1661","NM8322",183000,722000,1,1,2006,2006
"1662","NR8297",182000,697000,4,5,2006,2015
"1663","NM8011",180000,711000,3,7,2006,2013
"1664","NR7793",177000,693000,2,4,2006,2012
"1665","NR7693",176000,693000,1,5,2006,2006
"1666","NN1627",216000,727000,1,2,2006,2006
"1667","NN1427",214000,727000,1,2,2006,2006
"1668","NR8491",184000,691000,4,4,2006,2017
"1669","NR8396",183000,696000,7,10,2006,2012
"1670","NN3120",231000,720000,1,2,2006,2006
"1671","NM8517",185000,717000,3,4,2006,2014
"1672","NN2327",223000,727000,5,4,2006,2014
"1673","NM9944",199000,744000,5,8,2006,2010
"1674","NM9544",195000,744000,7,10,2006,2012
"1675","NR8092",180000,692000,3,4,2006,2013
"1676","NM8412",184000,712000,6,10,2006,2012
"1677","NM8221",182000,721000,3,3,2006,2017
"1678","NN1227",212000,727000,4,5,2006,2010
"1679","NM9034",190000,734000,4,4,2006,2017
"1680","NM9040",190000,740000,10,8,2006,2017
"1681","NM9442",194000,742000,1,1,2006,2006
"1682","NN1328",213000,728000,1,2,2006,2006
"1683","NS2271",222000,671000,2,2,2006,2013
"1684","NS0856",208000,656000,6,8,2006,2016
"1685","NR2763",127000,663000,1,1,2006,2006
"1686","NR8291",182000,691000,2,3,2006,2013
"1687","NM9531",195000,731000,1,1,2006,2006
"1688","NM9431",194000,731000,1,1,2006,2006
"1689","NN0201",202000,701000,2,2,2006,2008
"1690","NM9925",199000,725000,1,1,2006,2006
"1691","NM3553",135000,753000,1,2,2006,2006
"1692","NM4257",142000,757000,16,10,2006,2016
"1693","NM5538",155000,738000,4,8,2006,2017
"1694","NM4656",146000,756000,2,7,2006,2013
"1695","NM5432",154000,732000,1,1,2006,2006
"1696","NM3450",134000,750000,1,2,2006,2006
"1697","NM7816",178000,716000,2,4,2006,2011
"1698","NM5621",156000,721000,4,9,2006,2014
"1699","NM5421",154000,721000,4,7,2006,2014
"1700","NM7514",175000,714000,16,13,2006,2017
"1701","NM7619",176000,719000,2,3,2006,2015
"1702","NR9964",199000,664000,2,2,2006,2008
"1703","NN1361",213000,761000,7,5,2006,2016
"1704","NR6879",168000,679000,3,8,2006,2014
"1705","NM8834",188000,734000,3,5,2006,2014
"1706","NR8238",182000,638000,1,5,2006,2006
"1707","NR7426",174000,626000,1,5,2006,2006
"1708","NR7524",175000,624000,5,3,2006,2009
"1709","NR7837",178000,637000,2,5,2006,2007
